kind_of_part,part_serial_number,manufacturer,location,batch_number,barcode,version,name_label,production_date,comment_description,DU_F_or_B,Disk_per_vessel,Disk_side_from_IP,FT_Length_mm,FT_length_category,Layer,Module,Outdated_ModPos_AS,Outdated_ModPos_DL_Proposal1,Outdated_ModPos_DL_Proposal2,Outdated_Mod_DL_Proposal3,Outdated_Mod_in_Row_in_DU_DL,Outdated_Row_in_DU_DL,Outdated_Vx:Lx:Qx:Rx:Mx,PEB_type,Quadrant,Row,SU_Module,SU_Row,SU_type,Used_for_NTC_Interlock,Vessel
"Slot","V1:L3:Q0:R18:M5","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","208.9","53","3","5","nan","nan","nan","nan","nan","nan","nan","2B","0","18","5","2","FO10","nan","1"
"Slot","V1:L3:Q0:R18:M6","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","250.1","50","3","6","nan","nan","nan","nan","nan","nan","nan","2B","0","18","1","2","FM10","nan","1"
"Slot","V1:L3:Q0:R18:M7","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","285.1","46","3","7","nan","nan","nan","nan","nan","nan","nan","2B","0","18","2","2","FM10","nan","1"
"Slot","V1:L3:Q0:R18:M8","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","320.2","42","3","8","nan","nan","nan","nan","nan","nan","nan","2B","0","18","3","2","FM10","nan","1"
"Slot","V1:L3:Q0:R18:M9","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","355.2","39","3","9","nan","nan","nan","nan","nan","nan","nan","2B","0","18","4","2","FM10","nan","1"
"Slot","V1:L3:Q0:R19:M1","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","30.7","62","3","1","nan","nan","nan","nan","nan","nan","nan","1B","0","19","1","1","FO12","nan","1"
"Slot","V1:L3:Q0:R19:M10","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","370.6","38","3","10","nan","nan","nan","nan","nan","nan","nan","1B","0","19","1","1","FM11","nan","1"
"Slot","V1:L3:Q0:R19:M11","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","405.7","35","3","11","nan","nan","nan","nan","nan","nan","nan","1B","0","19","2","1","FM11","nan","1"
"Slot","V1:L3:Q0:R19:M12","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","440.7","32","3","12","nan","nan","nan","nan","nan","nan","nan","1B","0","19","3","1","FM11","nan","1"
"Slot","V1:L3:Q0:R19:M13","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","475.8","29","3","13","nan","nan","nan","nan","nan","nan","nan","1B","0","19","4","1","FM11","nan","1"
"Slot","V1:L3:Q0:R19:M14","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","510.8","25","3","14","nan","nan","nan","nan","nan","nan","nan","1B","0","19","5","1","FM11","nan","1"
"Slot","V1:L3:Q0:R19:M15","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","545.4","20","3","15","nan","nan","nan","nan","nan","nan","nan","1B","0","19","1","1","FI12","nan","1"
"Slot","V1:L3:Q0:R19:M16","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","579.9","14","3","16","nan","nan","nan","nan","nan","nan","nan","1B","0","19","2","1","FI12","nan","1"
"Slot","V1:L3:Q0:R19:M17","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","614.5","7","3","17","nan","nan","nan","nan","nan","nan","nan","1B","0","19","3","1","FI12","nan","1"
"Slot","V1:L3:Q0:R19:M18","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","649.0","2","3","18","nan","nan","nan","nan","nan","nan","nan","1B","0","19","4","1","FI12","nan","1"
"Slot","V1:L3:Q0:R19:M2","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","71.8","60","3","2","nan","nan","nan","nan","nan","nan","nan","1B","0","19","2","1","FO12","nan","1"
"Slot","V1:L3:Q0:R19:M3","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","113.1","58","3","3","nan","nan","nan","nan","nan","nan","nan","1B","0","19","3","1","FO12","nan","1"
"Slot","V1:L3:Q0:R19:M4","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","154.3","56","3","4","nan","nan","nan","nan","nan","nan","nan","1B","0","19","4","1","FO12","nan","1"
"Slot","V1:L3:Q0:R19:M5","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","195.4","54","3","5","nan","nan","nan","nan","nan","nan","nan","1B","0","19","5","1","FO12","nan","1"
"Slot","V1:L3:Q0:R19:M6","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","230.5","52","3","6","nan","nan","nan","nan","nan","nan","nan","1B","0","19","1","1","FM12","nan","1"
"Slot","V1:L3:Q0:R19:M7","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","265.5","49","3","7","nan","nan","nan","nan","nan","nan","nan","1B","0","19","2","1","FM12","nan","1"
"Slot","V1:L3:Q0:R19:M8","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","300.5","45","3","8","nan","nan","nan","nan","nan","nan","nan","1B","0","19","3","1","FM12","nan","1"
"Slot","V1:L3:Q0:R19:M9","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","335.6","41","3","9","nan","nan","nan","nan","nan","nan","nan","1B","0","19","4","1","FM12","nan","1"
"Slot","V1:L3:Q0:R1:M1","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","30.7","62","3","1","nan","nan","nan","nan","nan","nan","nan","1F","0","1","1","1","FO01","nan","1"
"Slot","V1:L3:Q0:R1:M10","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","370.6","38","3","10","nan","nan","nan","nan","nan","nan","nan","1F","0","1","1","1","FM01","nan","1"
"Slot","V1:L3:Q0:R1:M11","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","405.7","35","3","11","nan","nan","nan","nan","nan","nan","nan","1F","0","1","2","1","FM01","nan","1"
"Slot","V1:L3:Q0:R1:M12","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","440.7","32","3","12","nan","nan","nan","nan","nan","nan","nan","1F","0","1","3","1","FM01","nan","1"
"Slot","V1:L3:Q0:R1:M13","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","475.8","29","3","13","nan","nan","nan","nan","nan","nan","nan","1F","0","1","4","1","FM01","nan","1"
"Slot","V1:L3:Q0:R1:M14","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","507.9","26","3","14","nan","nan","nan","nan","nan","nan","nan","1F","0","1","5","1","FM01","nan","1"
"Slot","V1:L3:Q0:R1:M15","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","540.1","22","3","15","nan","nan","nan","nan","nan","nan","nan","1F","0","1","1","1","FI01","nan","1"
"Slot","V1:L3:Q0:R1:M16","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","572.2","16","3","16","nan","nan","nan","nan","nan","nan","nan","1F","0","1","2","1","FI01","nan","1"
"Slot","V1:L3:Q0:R1:M17","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","604.3","10","3","17","nan","nan","nan","nan","nan","nan","nan","1F","0","1","3","1","FI01","nan","1"
"Slot","V1:L3:Q0:R1:M18","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","636.5","5","3","18","nan","nan","nan","nan","nan","nan","nan","1F","0","1","4","1","FI01","nan","1"
"Slot","V1:L3:Q0:R1:M2","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","71.8","60","3","2","nan","nan","nan","nan","nan","nan","nan","1F","0","1","2","1","FO01","nan","1"
"Slot","V1:L3:Q0:R1:M3","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","113.1","58","3","3","nan","nan","nan","nan","nan","nan","nan","1F","0","1","3","1","FO01","nan","1"
"Slot","V1:L3:Q0:R1:M4","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","154.3","56","3","4","nan","nan","nan","nan","nan","nan","nan","1F","0","1","4","1","FO01","nan","1"
"Slot","V1:L3:Q0:R1:M5","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","195.4","54","3","5","nan","nan","nan","nan","nan","nan","nan","1F","0","1","5","1","FO01","nan","1"
"Slot","V1:L3:Q0:R1:M6","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","230.5","52","3","6","nan","nan","nan","nan","nan","nan","nan","1F","0","1","1","1","FM02","nan","1"
"Slot","V1:L3:Q0:R1:M7","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","265.5","49","3","7","nan","nan","nan","nan","nan","nan","nan","1F","0","1","2","1","FM02","nan","1"
"Slot","V1:L3:Q0:R1:M8","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","300.5","45","3","8","nan","nan","nan","nan","nan","nan","nan","1F","0","1","3","1","FM02","nan","1"
"Slot","V1:L3:Q0:R1:M9","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","335.6","41","3","9","nan","nan","nan","nan","nan","nan","nan","1F","0","1","4","1","FM02","nan","1"
"Slot","V1:L3:Q0:R20:M1","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","30.7","62","3","1","nan","nan","nan","nan","nan","nan","nan","1B","0","20","1","2","FO12","nan","1"
"Slot","V1:L3:Q0:R20:M10","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","370.6","38","3","10","nan","nan","nan","nan","nan","nan","nan","1B","0","20","1","2","FM11","nan","1"
"Slot","V1:L3:Q0:R20:M11","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","405.7","35","3","11","nan","nan","nan","nan","nan","nan","nan","1B","0","20","2","2","FM11","nan","1"
"Slot","V1:L3:Q0:R20:M12","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","440.7","32","3","12","nan","nan","nan","nan","nan","nan","nan","1B","0","20","3","2","FM11","nan","1"
"Slot","V1:L3:Q0:R20:M13","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","475.8","29","3","13","nan","nan","nan","nan","nan","nan","nan","1B","0","20","4","2","FM11","nan","1"
"Slot","V1:L3:Q0:R20:M14","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","507.9","26","3","14","nan","nan","nan","nan","nan","nan","nan","1B","0","20","5","2","FM11","nan","1"
"Slot","V1:L3:Q0:R20:M15","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","540.1","22","3","15","nan","nan","nan","nan","nan","nan","nan","1B","0","20","1","2","FI12","nan","1"
"Slot","V1:L3:Q0:R20:M16","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","572.2","16","3","16","nan","nan","nan","nan","nan","nan","nan","1B","0","20","2","2","FI12","nan","1"
"Slot","V1:L3:Q0:R20:M17","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","604.3","10","3","17","nan","nan","nan","nan","nan","nan","nan","1B","0","20","3","2","FI12","nan","1"
"Slot","V1:L3:Q0:R20:M18","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","636.5","5","3","18","nan","nan","nan","nan","nan","nan","nan","1B","0","20","4","2","FI12","nan","1"
"Slot","V1:L3:Q0:R20:M2","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","71.8","60","3","2","nan","nan","nan","nan","nan","nan","nan","1B","0","20","2","2","FO12","nan","1"
"Slot","V1:L3:Q0:R20:M3","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","113.1","58","3","3","nan","nan","nan","nan","nan","nan","nan","1B","0","20","3","2","FO12","nan","1"
"Slot","V1:L3:Q0:R20:M4","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","154.3","56","3","4","nan","nan","nan","nan","nan","nan","nan","1B","0","20","4","2","FO12","nan","1"
"Slot","V1:L3:Q0:R20:M5","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","195.4","54","3","5","nan","nan","nan","nan","nan","nan","nan","1B","0","20","5","2","FO12","nan","1"
"Slot","V1:L3:Q0:R20:M6","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","230.5","52","3","6","nan","nan","nan","nan","nan","nan","nan","1B","0","20","1","2","FM12","nan","1"
"Slot","V1:L3:Q0:R20:M7","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","265.5","49","3","7","nan","nan","nan","nan","nan","nan","nan","1B","0","20","2","2","FM12","nan","1"
"Slot","V1:L3:Q0:R20:M8","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","300.5","45","3","8","nan","nan","nan","nan","nan","nan","nan","1B","0","20","3","2","FM12","nan","1"
"Slot","V1:L3:Q0:R20:M9","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","335.6","41","3","9","nan","nan","nan","nan","nan","nan","nan","1B","0","20","4","2","FM12","nan","1"
"Slot","V1:L3:Q0:R21:M1","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","30.7","62","3","1","nan","nan","nan","nan","nan","nan","nan","1B","0","21","1","3","FO12","nan","1"
"Slot","V1:L3:Q0:R21:M10","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","376.7","37","3","10","nan","nan","nan","nan","nan","nan","nan","1B","0","21","5","3","FM12","nan","1"
"Slot","V1:L3:Q0:R21:M11","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","411.8","34","3","11","nan","nan","nan","nan","nan","nan","nan","1B","0","21","1","3","FM11","nan","1"
"Slot","V1:L3:Q0:R21:M12","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","446.8","31","3","12","nan","nan","nan","nan","nan","nan","nan","1B","0","21","2","3","FM11","nan","1"
"Slot","V1:L3:Q0:R21:M13","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","481.9","28","3","13","nan","nan","nan","nan","nan","nan","nan","1B","0","21","3","3","FM11","nan","1"
"Slot","V1:L3:Q0:R21:M14","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","516.9","24","3","14","nan","nan","nan","nan","nan","nan","nan","1B","0","21","4","3","FM11","nan","1"
"Slot","V1:L3:Q0:R21:M15","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","549.1","19","3","15","nan","nan","nan","nan","nan","nan","nan","1B","0","21","1","3","FI12","nan","1"
"Slot","V1:L3:Q0:R21:M16","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","581.2","13","3","16","nan","nan","nan","nan","nan","nan","nan","1B","0","21","2","3","FI12","nan","1"
"Slot","V1:L3:Q0:R21:M17","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","613.3","8","3","17","nan","nan","nan","nan","nan","nan","nan","1B","0","21","3","3","FI12","nan","1"
"Slot","V1:L3:Q0:R21:M18","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","645.5","3","3","18","nan","nan","nan","nan","nan","nan","nan","1B","0","21","4","3","FI12","nan","1"
"Slot","V1:L3:Q0:R21:M2","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","71.8","60","3","2","nan","nan","nan","nan","nan","nan","nan","1B","0","21","2","3","FO12","nan","1"
"Slot","V1:L3:Q0:R21:M3","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","113.1","58","3","3","nan","nan","nan","nan","nan","nan","nan","1B","0","21","3","3","FO12","nan","1"
"Slot","V1:L3:Q0:R21:M4","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","154.3","56","3","4","nan","nan","nan","nan","nan","nan","nan","1B","0","21","4","3","FO12","nan","1"
"Slot","V1:L3:Q0:R21:M5","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","195.4","54","3","5","nan","nan","nan","nan","nan","nan","nan","1B","0","21","5","3","FO12","nan","1"
"Slot","V1:L3:Q0:R21:M6","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","236.6","51","3","6","nan","nan","nan","nan","nan","nan","nan","1B","0","21","1","3","FM12","nan","1"
"Slot","V1:L3:Q0:R21:M7","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","271.6","48","3","7","nan","nan","nan","nan","nan","nan","nan","1B","0","21","2","3","FM12","nan","1"
"Slot","V1:L3:Q0:R21:M8","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","306.6","44","3","8","nan","nan","nan","nan","nan","nan","nan","1B","0","21","3","3","FM12","nan","1"
"Slot","V1:L3:Q0:R21:M9","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","341.7","40","3","9","nan","nan","nan","nan","nan","nan","nan","1B","0","21","4","3","FM12","nan","1"
"Slot","V1:L3:Q0:R2:M1","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","30.7","62","3","1","nan","nan","nan","nan","nan","nan","nan","1F","0","2","1","2","FO01","nan","1"
"Slot","V1:L3:Q0:R2:M10","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","376.7","37","3","10","nan","nan","nan","nan","nan","nan","nan","1F","0","2","1","2","FM01","nan","1"
"Slot","V1:L3:Q0:R2:M11","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","411.8","34","3","11","nan","nan","nan","nan","nan","nan","nan","1F","0","2","2","2","FM01","nan","1"
"Slot","V1:L3:Q0:R2:M12","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","446.8","31","3","12","nan","nan","nan","nan","nan","nan","nan","1F","0","2","3","2","FM01","nan","1"
"Slot","V1:L3:Q0:R2:M13","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","481.9","28","3","13","nan","nan","nan","nan","nan","nan","nan","1F","0","2","4","2","FM01","nan","1"
"Slot","V1:L3:Q0:R2:M14","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","516.9","24","3","14","nan","nan","nan","nan","nan","nan","nan","1F","0","2","5","2","FM01","nan","1"
"Slot","V1:L3:Q0:R2:M15","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","549.1","19","3","15","nan","nan","nan","nan","nan","nan","nan","1F","0","2","1","2","FI01","nan","1"
"Slot","V1:L3:Q0:R2:M16","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","581.2","13","3","16","nan","nan","nan","nan","nan","nan","nan","1F","0","2","2","2","FI01","nan","1"
"Slot","V1:L3:Q0:R2:M17","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","613.3","8","3","17","nan","nan","nan","nan","nan","nan","nan","1F","0","2","3","2","FI01","nan","1"
"Slot","V1:L3:Q0:R2:M18","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","645.5","3","3","18","nan","nan","nan","nan","nan","nan","nan","1F","0","2","4","2","FI01","nan","1"
"Slot","V1:L3:Q0:R2:M2","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","71.8","60","3","2","nan","nan","nan","nan","nan","nan","nan","1F","0","2","2","2","FO01","nan","1"
"Slot","V1:L3:Q0:R2:M3","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","113.1","58","3","3","nan","nan","nan","nan","nan","nan","nan","1F","0","2","3","2","FO01","nan","1"
"Slot","V1:L3:Q0:R2:M4","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","154.3","56","3","4","nan","nan","nan","nan","nan","nan","nan","1F","0","2","4","2","FO01","nan","1"
"Slot","V1:L3:Q0:R2:M5","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","195.4","54","3","5","nan","nan","nan","nan","nan","nan","nan","1F","0","2","5","2","FO01","nan","1"
"Slot","V1:L3:Q0:R2:M6","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","236.6","51","3","6","nan","nan","nan","nan","nan","nan","nan","1F","0","2","1","2","FM02","nan","1"
"Slot","V1:L3:Q0:R2:M7","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","271.6","48","3","7","nan","nan","nan","nan","nan","nan","nan","1F","0","2","2","2","FM02","nan","1"
"Slot","V1:L3:Q0:R2:M8","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","306.6","44","3","8","nan","nan","nan","nan","nan","nan","nan","1F","0","2","3","2","FM02","nan","1"
"Slot","V1:L3:Q0:R2:M9","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","341.7","40","3","9","nan","nan","nan","nan","nan","nan","nan","1F","0","2","4","2","FM02","nan","1"
"Slot","V1:L3:Q0:R3:M1","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","30.7","62","3","1","nan","nan","nan","nan","nan","nan","nan","1F","0","3","1","3","FO01","nan","1"
"Slot","V1:L3:Q0:R3:M10","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","370.6","38","3","10","nan","nan","nan","nan","nan","nan","nan","1F","0","3","1","3","FM01","nan","1"
"Slot","V1:L3:Q0:R3:M11","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","405.7","35","3","11","nan","nan","nan","nan","nan","nan","nan","1F","0","3","2","3","FM01","nan","1"
"Slot","V1:L3:Q0:R3:M12","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","440.7","32","3","12","nan","nan","nan","nan","nan","nan","nan","1F","0","3","3","3","FM01","nan","1"
"Slot","V1:L3:Q0:R3:M13","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","475.8","29","3","13","nan","nan","nan","nan","nan","nan","nan","1F","0","3","4","3","FM01","nan","1"
"Slot","V1:L3:Q0:R3:M14","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","510.8","25","3","14","nan","nan","nan","nan","nan","nan","nan","1F","0","3","5","3","FM01","nan","1"
"Slot","V1:L3:Q0:R3:M15","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","543.0","21","3","15","nan","nan","nan","nan","nan","nan","nan","1F","0","3","1","3","FI01","nan","1"
"Slot","V1:L3:Q0:R3:M16","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","575.1","15","3","16","nan","nan","nan","nan","nan","nan","nan","1F","0","3","2","3","FI01","nan","1"
"Slot","V1:L3:Q0:R3:M17","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","607.2","9","3","17","nan","nan","nan","nan","nan","nan","nan","1F","0","3","3","3","FI01","nan","1"
"Slot","V1:L3:Q0:R3:M18","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","639.4","4","3","18","nan","nan","nan","nan","nan","nan","nan","1F","0","3","4","3","FI01","nan","1"
"Slot","V1:L3:Q0:R3:M2","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","71.8","60","3","2","nan","nan","nan","nan","nan","nan","nan","1F","0","3","2","3","FO01","nan","1"
"Slot","V1:L3:Q0:R3:M3","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","113.1","58","3","3","nan","nan","nan","nan","nan","nan","nan","1F","0","3","3","3","FO01","nan","1"
"Slot","V1:L3:Q0:R3:M4","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","154.3","56","3","4","nan","nan","nan","nan","nan","nan","nan","1F","0","3","4","3","FO01","nan","1"
"Slot","V1:L3:Q0:R3:M5","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","195.4","54","3","5","nan","nan","nan","nan","nan","nan","nan","1F","0","3","5","3","FO01","nan","1"
"Slot","V1:L3:Q0:R3:M6","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","230.5","52","3","6","nan","nan","nan","nan","nan","nan","nan","1F","0","3","1","3","FM02","nan","1"
"Slot","V1:L3:Q0:R3:M7","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","265.5","49","3","7","nan","nan","nan","nan","nan","nan","nan","1F","0","3","2","3","FM02","nan","1"
"Slot","V1:L3:Q0:R3:M8","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","300.5","45","3","8","nan","nan","nan","nan","nan","nan","nan","1F","0","3","3","3","FM02","nan","1"
"Slot","V1:L3:Q0:R3:M9","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","335.6","41","3","9","nan","nan","nan","nan","nan","nan","nan","1F","0","3","4","3","FM02","nan","1"
"Slot","V1:L3:Q0:R4:M1","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Back","back","30.7","62","3","1","nan","nan","nan","nan","nan","nan","nan","2F","0","4","1","1","FO02","nan","1"
